stat,gauss_True_count_1_,gauss_True_count_3_,gauss_True_count_5_,gauss_True_count_7_,gauss_True_count_9_,gauss_True_count_11_,gauss_True_count_13_,gauss_True_count_15_,gauss_False_count_1_,gauss_False_count_3_,gauss_False_count_5_,gauss_False_count_7_,gauss_False_count_9_,gauss_False_count_11_,gauss_False_count_13_,gauss_False_count_15_
visits_per_tile,0.00348,0.00382,0.00353,0.00371,0.00403,0.00422,0.00404,0.00465,0.00275,0.00387,0.01138,0.00914,0.004,0.00635,0.0079,0.00878
visits_per_tile_outliers,0.6079,0.72031,0.25758,0.71199,0.79082,0.66684,0.55026,0.78572,0.68458,0.53727,0.83232,0.55978,0.76171,0.6299,0.27694,0.6823
visits_per_tile_quartiles,0.10685,0.07748,0.03344,0.06227,0.06484,0.06553,0.07359,0.10469,0.09881,0.10064,0.07896,0.00111,0.00203,0.00074,0.00085,0.00103
visits_per_time_tile,0.00257,0.00334,0.00593,0.00441,0.00619,0.00648,0.00577,0.00648,0.00286,0.00465,0.01044,0.0069,0.00479,0.00713,0.00991,0.00814
