stat,gauss_True_count_1,gauss_True_count_2,gauss_True_count_4,gauss_True_count_8,gauss_True_count_10,gauss_True_count_12,gauss_True_count_14,gauss_False_count_1,gauss_False_count_2,gauss_False_count_4,gauss_False_count_8,gauss_False_count_10,gauss_False_count_12,gauss_False_count_14
visits_per_tile,0.237,0.166,0.2,0.244,0.255,0.271,0.284,0.469,0.201,0.308,0.454,0.526,0.586,0.629
visits_per_tile_outliers,0.011,0.007,0.007,0.011,0.019,0.013,0.01,0.045,0.007,0.006,0.046,0.036,0.072,0.069
visits_per_tile_quartiles,0.008,0.007,0.006,0.009,0.008,0.008,0.011,0.043,0.007,0.01,0.022,0.037,0.061,0.069
visits_per_time_tile,0.861,0.712,0.799,0.887,0.908,0.94,0.96,1.009,0.697,0.882,1.071,1.128,1.173,1.201
