stat,gauss_True_count_1_rep_0,gauss_True_count_1_rep_1,gauss_True_count_1_rep_2,gauss_True_count_1_rep_3,gauss_True_count_1_rep_4,gauss_True_count_1_rep_5,gauss_True_count_1_rep_6,gauss_True_count_1_rep_7,gauss_True_count_2_rep_0,gauss_True_count_2_rep_1,gauss_True_count_2_rep_2,gauss_True_count_2_rep_3,gauss_True_count_2_rep_4,gauss_True_count_2_rep_5,gauss_True_count_2_rep_6,gauss_True_count_2_rep_7,gauss_True_count_4_rep_0,gauss_True_count_4_rep_1,gauss_True_count_4_rep_2,gauss_True_count_4_rep_3,gauss_True_count_4_rep_4,gauss_True_count_4_rep_5,gauss_True_count_4_rep_6,gauss_True_count_4_rep_7,gauss_True_count_6_rep_0,gauss_True_count_6_rep_1,gauss_True_count_6_rep_2,gauss_True_count_6_rep_3,gauss_True_count_6_rep_4,gauss_True_count_6_rep_5,gauss_True_count_6_rep_6,gauss_True_count_6_rep_7,gauss_True_count_8_rep_0,gauss_True_count_8_rep_1,gauss_True_count_8_rep_2,gauss_True_count_8_rep_3,gauss_True_count_8_rep_4,gauss_True_count_8_rep_5,gauss_True_count_8_rep_6,gauss_True_count_8_rep_7,gauss_True_count_10_rep_0,gauss_True_count_10_rep_1,gauss_True_count_10_rep_2,gauss_True_count_10_rep_3,gauss_True_count_10_rep_4,gauss_True_count_10_rep_5,gauss_True_count_10_rep_6,gauss_True_count_10_rep_7,gauss_True_count_12_rep_0,gauss_True_count_12_rep_1,gauss_True_count_12_rep_2,gauss_True_count_12_rep_3,gauss_True_count_12_rep_4,gauss_True_count_12_rep_5,gauss_True_count_12_rep_6,gauss_True_count_12_rep_7,gauss_True_count_14_rep_0,gauss_True_count_14_rep_1,gauss_True_count_14_rep_2,gauss_True_count_14_rep_3,gauss_True_count_14_rep_4,gauss_True_count_14_rep_5,gauss_True_count_14_rep_6,gauss_True_count_14_rep_7,gauss_False_count_1_rep_0,gauss_False_count_1_rep_1,gauss_False_count_1_rep_2,gauss_False_count_1_rep_3,gauss_False_count_1_rep_4,gauss_False_count_1_rep_5,gauss_False_count_1_rep_6,gauss_False_count_1_rep_7,gauss_False_count_2_rep_0,gauss_False_count_2_rep_1,gauss_False_count_2_rep_2,gauss_False_count_2_rep_3,gauss_False_count_2_rep_4,gauss_False_count_2_rep_5,gauss_False_count_2_rep_6,gauss_False_count_2_rep_7,gauss_False_count_4_rep_0,gauss_False_count_4_rep_1,gauss_False_count_4_rep_2,gauss_False_count_4_rep_3,gauss_False_count_4_rep_4,gauss_False_count_4_rep_5,gauss_False_count_4_rep_6,gauss_False_count_4_rep_7,gauss_False_count_6_rep_0,gauss_False_count_6_rep_1,gauss_False_count_6_rep_2,gauss_False_count_6_rep_3,gauss_False_count_6_rep_4,gauss_False_count_6_rep_5,gauss_False_count_6_rep_6,gauss_False_count_6_rep_7,gauss_False_count_8_rep_0,gauss_False_count_8_rep_1,gauss_False_count_8_rep_2,gauss_False_count_8_rep_3,gauss_False_count_8_rep_4,gauss_False_count_8_rep_5,gauss_False_count_8_rep_6,gauss_False_count_8_rep_7,gauss_False_count_10_rep_0,gauss_False_count_10_rep_1,gauss_False_count_10_rep_2,gauss_False_count_10_rep_3,gauss_False_count_10_rep_4,gauss_False_count_10_rep_5,gauss_False_count_10_rep_6,gauss_False_count_10_rep_7,gauss_False_count_12_rep_0,gauss_False_count_12_rep_1,gauss_False_count_12_rep_2,gauss_False_count_12_rep_3,gauss_False_count_12_rep_4,gauss_False_count_12_rep_5,gauss_False_count_12_rep_6,gauss_False_count_12_rep_7,gauss_False_count_14_rep_0,gauss_False_count_14_rep_1,gauss_False_count_14_rep_2,gauss_False_count_14_rep_3,gauss_False_count_14_rep_4,gauss_False_count_14_rep_5,gauss_False_count_14_rep_6,gauss_False_count_14_rep_7
visits_per_tile,0.0121945,0.0112845,0.0158886,0.0098307,0.017309,0.0117639,0.0138554,0.0096505,0.0166951,0.0154372,0.0139095,0.0178052,0.0164756,0.0149941,0.0122147,0.0130814,0.0182928,0.0186541,0.0208662,0.0249002,0.0225877,0.0197592,0.0256515,0.0236042,0.0259405,0.0172588,0.0246864,0.0210902,0.0283383,0.0281686,0.021019,0.0292506,0.0289114,0.0307431,0.0256249,0.0302033,0.0308754,0.0302764,0.0322614,0.0200224,0.026047,0.0282363,0.0362932,0.0253304,0.0255232,0.0276993,0.0372243,0.0249376,0.0309144,0.0326838,0.020473,0.0231994,0.0370747,0.0258268,0.0308701,0.0292738,0.031999,0.0305632,0.0371039,0.0432149,0.0329223,0.0357019,0.0383996,0.0271568,0.0122756,0.0094738,0.0102573,0.0169311,0.0114719,0.0091291,0.0095851,0.0144912,0.0201159,0.0281015,0.0225649,0.0221292,0.026515,0.0243009,0.0232747,0.0195314,0.038739,0.0370864,0.0393002,0.0360243,0.0350047,0.0479201,0.0306397,0.0402814,0.0449431,0.0500435,0.0472535,0.0495383,0.0551041,0.0431047,0.0490466,0.0489938,0.0599591,0.0676062,0.0601057,0.0696517,0.0595087,0.0515347,0.0663624,0.0683579,0.0743146,0.0686375,0.0763239,0.0603817,0.0684138,0.0833231,0.0835647,0.0660551,0.0784562,0.1142614,0.0940928,0.0876123,0.0750189,0.0850534,0.0875565,0.0855396,0.0971474,0.0857229,0.0855258,0.0809712,0.0929306,0.0894745,0.0916795,0.0928316
visits_per_tile_outliers,0.56,0.5306122,0.8,0.4347826,0.0540541,0.4,0.9253731,1.6,0.1538462,0.5714286,0.1052632,0.9565217,1.7894737,0.2857143,0.875,0.2439024,0.4,0.1052632,0.2857143,2.0,0.0,0.5306122,0.1818182,0.5882353,0.3225806,2.0,0.2857143,0.9253731,0.6666667,1.0769231,1.2727273,2.0,2.0,2.0,0.25,0.5306122,0.56,0.7586207,0.4680851,0.7692308,0.6415094,0.4680851,2.0,0.4827586,1.2087912,2.0,0.7692308,2.0,0.4827586,2.0,0.4,0.9253731,1.1428571,1.3793103,1.7894737,2.0,0.4,1.2,0.8923077,0.3225806,1.2421053,0.6415094,2.0,2.0,2.0,0.2,0.4,2.0,0.2439024,0.4827586,1.7894737,0.1538462,0.1818182,0.3255814,2.0,0.5882353,0.7692308,2.0,2.0,0.2,1.3571429,0.2857143,0.6153846,1.4503817,0.7368421,1.0,2.0,2.0,1.0526316,1.2340426,1.7894737,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.779661,1.1627907,1.8172589,2.0,1.2727273,0.1052632,2.0,1.373913,1.3271028,0.8,1.1219512,2.0,0.7368421,2.0,2.0,0.4,2.0,1.2727273,0.9253731,1.2727273,1.394958,1.4098361,2.0,2.0,1.3684211,1.1219512,2.0,1.7662338,1.5034483,1.1111111
visits_per_tile_quartiles,0.1838378,0.0456049,0.2512412,0.1120186,0.250728,0.0925956,0.2507606,0.0099431,0.1094362,0.0606354,0.2151517,0.2512767,0.2513727,0.1329946,0.0107301,0.0479666,0.0797051,0.0461553,0.2514957,0.2515895,0.2510967,0.25031,0.2509737,0.2519526,0.2506576,0.0819721,0.2514461,0.0601791,0.2521849,0.252385,0.0607704,0.2508067,0.1847397,0.2506096,0.0233265,0.2508739,0.2514921,0.2510142,0.251928,0.0420753,0.1587402,0.25041,0.2509973,0.0976614,0.2508276,0.2511491,0.2514106,0.1102152,0.2527392,0.2515305,0.0497688,0.0769324,0.2517025,0.0270557,0.2513207,0.0941275,0.0221813,0.2514214,0.2526279,0.2508745,0.1125658,0.2530639,0.2520212,0.1585235,0.1570688,0.1115756,0.0103246,0.2503854,0.1567436,0.0461236,0.0460925,0.2502047,0.0117254,0.2510216,0.2510679,0.0332223,0.2514597,0.2509026,0.2507452,0.1572769,0.2525244,0.2503881,0.2506341,0.2511424,0.2512615,0.2516541,0.1261694,0.250787,0.216788,0.2520986,0.2550481,0.2531503,0.2516626,0.026876,0.2506892,0.2518855,0.254762,0.2542134,0.2520529,0.2524809,0.2542373,0.2518888,0.2532685,0.2542669,0.2506659,0.2563593,0.2525406,0.2514698,0.2532393,0.2548781,0.2524022,0.255395,0.2558877,0.2531611,0.2515258,0.2555017,0.2534964,0.251772,0.25263,0.2561885,0.2570469,0.2542802,0.2555106,0.2540991,0.2525483,0.2519976,0.2531631,0.2538981
visits_per_time_tile,0.144513,0.1427792,0.1425472,0.1468102,0.1398026,0.1447105,0.1392888,0.1420936,0.1840652,0.1754961,0.1790605,0.1789514,0.1797814,0.175385,0.1731092,0.1790526,0.2223722,0.2233993,0.2194727,0.2205574,0.2160621,0.2197812,0.2108679,0.2176534,0.2535513,0.2398589,0.2388466,0.2417887,0.2359255,0.2381791,0.244666,0.2425677,0.2604314,0.2617666,0.2697369,0.2665271,0.2524799,0.2552852,0.2656134,0.2565842,0.2804268,0.2873288,0.2737395,0.2761628,0.2819446,0.2801528,0.276527,0.2799182,0.2984049,0.279517,0.2947813,0.2938764,0.2746156,0.2954822,0.2825592,0.2835043,0.3051915,0.3132332,0.2990428,0.3073977,0.3141213,0.3040921,0.3033336,0.3114041,0.1075833,0.1117251,0.1142824,0.1150118,0.1137511,0.1143545,0.1099403,0.1160631,0.1715274,0.1668822,0.164729,0.1740786,0.1705176,0.1707993,0.1837484,0.1762426,0.2624111,0.2594685,0.2585525,0.2638265,0.260347,0.2724958,0.2761437,0.2595487,0.3358745,0.3297709,0.3378119,0.3334311,0.3326116,0.3295747,0.3267131,0.3287625,0.3839809,0.3749835,0.3832292,0.38825,0.3706655,0.3823753,0.3815927,0.379741,0.441224,0.4344737,0.4370578,0.4245959,0.4157382,0.4449288,0.4250972,0.4139016,0.4909431,0.4682221,0.4742527,0.4748664,0.4725216,0.4663038,0.4712218,0.4605198,0.5082435,0.5165505,0.4934913,0.5061469,0.5197813,0.4992326,0.4950865,0.5052141
