stat,gauss_True_count_1,gauss_True_count_2,gauss_True_count_4,gauss_True_count_8,gauss_True_count_10,gauss_True_count_12,gauss_True_count_14,gauss_False_count_1,gauss_False_count_2,gauss_False_count_4,gauss_False_count_8,gauss_False_count_10,gauss_False_count_12,gauss_False_count_14
visits_per_tile,0.038,0.028,0.053,0.032,0.04,0.037,0.035,0.05,0.037,0.027,0.03,0.034,0.04,0.058
visits_per_tile_outliers,0.094,0.061,0.087,0.102,0.097,0.111,0.104,0.245,0.057,0.262,0.156,0.166,0.275,0.269
visits_per_tile_quartiles,0.14,0.134,0.122,0.115,0.129,0.113,0.122,0.159,0.117,0.118,0.127,0.129,0.133,0.088
visits_per_time_tile,0.017,0.01,0.005,0.006,0.007,0.009,0.012,0.04,0.012,0.009,0.014,0.006,0.011,0.008
