stat,gauss_True_count_1,gauss_True_count_2,gauss_True_count_4,gauss_True_count_8,gauss_True_count_12,gauss_True_count_16,gauss_False_count_1,gauss_False_count_2,gauss_False_count_4,gauss_False_count_8,gauss_False_count_12,gauss_False_count_16
visits_per_tile,0.033,0.017,0.029,0.035,0.041,0.018,0.047,0.04,0.026,0.038,0.038,0.033
visits_per_tile_outliers,0.118,0.046,0.091,0.086,0.076,0.152,0.873,0.084,0.177,0.144,0.973,0.773
visits_per_tile_quartiles,0.131,0.138,0.118,0.128,0.122,0.133,0.224,0.131,0.088,0.128,0.115,0.13
visits_per_time_tile,0.016,0.007,0.008,0.012,0.007,0.007,0.043,0.007,0.007,0.011,0.008,0.005
