stat,gauss_True_count_1_rep_0,gauss_True_count_1_rep_1,gauss_True_count_1_rep_2,gauss_True_count_1_rep_3,gauss_True_count_1_rep_4,gauss_True_count_1_rep_5,gauss_True_count_1_rep_6,gauss_True_count_1_rep_7,gauss_True_count_3_rep_0,gauss_True_count_3_rep_1,gauss_True_count_3_rep_2,gauss_True_count_3_rep_3,gauss_True_count_3_rep_4,gauss_True_count_3_rep_5,gauss_True_count_3_rep_6,gauss_True_count_3_rep_7,gauss_True_count_5_rep_0,gauss_True_count_5_rep_1,gauss_True_count_5_rep_2,gauss_True_count_5_rep_3,gauss_True_count_5_rep_4,gauss_True_count_5_rep_5,gauss_True_count_5_rep_6,gauss_True_count_5_rep_7,gauss_True_count_7_rep_0,gauss_True_count_7_rep_1,gauss_True_count_7_rep_2,gauss_True_count_7_rep_3,gauss_True_count_7_rep_4,gauss_True_count_7_rep_5,gauss_True_count_7_rep_6,gauss_True_count_7_rep_7,gauss_True_count_9_rep_0,gauss_True_count_9_rep_1,gauss_True_count_9_rep_2,gauss_True_count_9_rep_3,gauss_True_count_9_rep_4,gauss_True_count_9_rep_5,gauss_True_count_9_rep_6,gauss_True_count_9_rep_7,gauss_True_count_11_rep_0,gauss_True_count_11_rep_1,gauss_True_count_11_rep_2,gauss_True_count_11_rep_3,gauss_True_count_11_rep_4,gauss_True_count_11_rep_5,gauss_True_count_11_rep_6,gauss_True_count_11_rep_7,gauss_True_count_13_rep_0,gauss_True_count_13_rep_1,gauss_True_count_13_rep_2,gauss_True_count_13_rep_3,gauss_True_count_13_rep_4,gauss_True_count_13_rep_5,gauss_True_count_13_rep_6,gauss_True_count_13_rep_7,gauss_True_count_15_rep_0,gauss_True_count_15_rep_1,gauss_True_count_15_rep_2,gauss_True_count_15_rep_3,gauss_True_count_15_rep_4,gauss_True_count_15_rep_5,gauss_True_count_15_rep_6,gauss_True_count_15_rep_7,gauss_False_count_1_rep_0,gauss_False_count_1_rep_1,gauss_False_count_1_rep_2,gauss_False_count_1_rep_3,gauss_False_count_1_rep_4,gauss_False_count_1_rep_5,gauss_False_count_1_rep_6,gauss_False_count_1_rep_7,gauss_False_count_3_rep_0,gauss_False_count_3_rep_1,gauss_False_count_3_rep_2,gauss_False_count_3_rep_3,gauss_False_count_3_rep_4,gauss_False_count_3_rep_5,gauss_False_count_3_rep_6,gauss_False_count_3_rep_7,gauss_False_count_5_rep_0,gauss_False_count_5_rep_1,gauss_False_count_5_rep_2,gauss_False_count_5_rep_3,gauss_False_count_5_rep_4,gauss_False_count_5_rep_5,gauss_False_count_5_rep_6,gauss_False_count_5_rep_7,gauss_False_count_7_rep_0,gauss_False_count_7_rep_1,gauss_False_count_7_rep_2,gauss_False_count_7_rep_3,gauss_False_count_7_rep_4,gauss_False_count_7_rep_5,gauss_False_count_7_rep_6,gauss_False_count_7_rep_7,gauss_False_count_9_rep_0,gauss_False_count_9_rep_1,gauss_False_count_9_rep_2,gauss_False_count_9_rep_3,gauss_False_count_9_rep_4,gauss_False_count_9_rep_5,gauss_False_count_9_rep_6,gauss_False_count_9_rep_7,gauss_False_count_11_rep_0,gauss_False_count_11_rep_1,gauss_False_count_11_rep_2,gauss_False_count_11_rep_3,gauss_False_count_11_rep_4,gauss_False_count_11_rep_5,gauss_False_count_11_rep_6,gauss_False_count_11_rep_7,gauss_False_count_13_rep_0,gauss_False_count_13_rep_1,gauss_False_count_13_rep_2,gauss_False_count_13_rep_3,gauss_False_count_13_rep_4,gauss_False_count_13_rep_5,gauss_False_count_13_rep_6,gauss_False_count_13_rep_7,gauss_False_count_15_rep_0,gauss_False_count_15_rep_1,gauss_False_count_15_rep_2,gauss_False_count_15_rep_3,gauss_False_count_15_rep_4,gauss_False_count_15_rep_5,gauss_False_count_15_rep_6,gauss_False_count_15_rep_7
visits_per_tile,0.0145406,0.0104436,0.0103926,0.0198515,0.0125265,0.0082732,0.0129433,0.0131061,0.0214942,0.025404,0.0270632,0.0230985,0.0226011,0.0193761,0.0164305,0.0168328,0.0278959,0.0285561,0.0228164,0.0270069,0.0225793,0.0211345,0.0187174,0.0259604,0.0302629,0.0300243,0.0284649,0.0255712,0.0218247,0.0307871,0.0236431,0.0320728,0.0364026,0.0293179,0.024164,0.0268307,0.0340945,0.0273142,0.0306396,0.0319348,0.0386883,0.0413125,0.031142,0.0329686,0.0358305,0.0326476,0.028176,0.0359279,0.0439649,0.0342801,0.0417541,0.0351383,0.03176,0.0368418,0.0348079,0.0366863,0.0343599,0.0292729,0.0358258,0.0303882,0.0447484,0.0357572,0.0345864,0.0358367,0.0146679,0.0075051,0.0134559,0.0137746,0.0078161,0.0135526,0.0110506,0.0112586,0.0332626,0.0247674,0.0244982,0.0270479,0.0291689,0.0287935,0.0233133,0.0211026,0.0282182,0.0318556,0.0434355,0.0604483,0.0574185,0.0425404,0.0470851,0.0519297,0.0634831,0.0722841,0.0733178,0.065977,0.0569159,0.0506866,0.0486674,0.0601772,0.0762155,0.0743564,0.0670327,0.0733829,0.0759389,0.0668507,0.0751624,0.0766037,0.0839927,0.082271,0.0722211,0.0742754,0.0803138,0.0863332,0.0858065,0.0701677,0.0941594,0.0746016,0.0918248,0.095994,0.096356,0.0862285,0.0964119,0.0984775,0.1111654,0.1022717,0.0878809,0.1052047,0.1055163,0.1068297,0.0879917,0.0960996
visits_per_tile_outliers,2.0,0.1176471,0.1052632,0.4680851,0.2857143,0.4680851,0.6666667,0.4680851,0.0571429,0.9565217,0.6909091,2.0,0.5714286,1.7894737,2.0,1.1219512,1.2727273,0.7692308,1.4285714,1.25,0.9090909,0.7142857,1.1910112,1.0,2.0,2.0,2.0,0.5,0.5306122,0.4,1.3142857,1.0,0.6666667,0.4680851,2.0,0.4827586,2.0,2.0,2.0,0.4827586,0.4,2.0,0.6909091,2.0,1.4285714,1.1910112,0.6415094,2.0,1.1910112,0.88,1.2871287,0.8,2.0,0.8,2.0,2.0,0.1818182,0.6909091,0.7142857,2.0,1.0,2.0,2.0,0.25,0.4,0.1176471,0.1818182,0.1538462,1.28,0.1538462,0.7368421,2.0,1.1724138,0.1176471,0.779661,0.3636364,0.9411765,1.394958,1.4285714,1.6470588,2.0,0.4347826,1.4193548,2.0,0.1818182,0.88,2.0,0.1052632,2.0,1.2941176,1.0,0.2857143,2.0,1.4545455,1.4330709,1.64,2.0,0.779661,0.7368421,1.4,2.0,2.0,0.0571429,2.0,0.8387097,1.0,2.0,1.5354839,0.1538462,2.0,0.8571429,1.25,1.2087912,1.8686131,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6587678,1.3628319,2.0,1.5102041,2.0,2.0,0.0
visits_per_tile_quartiles,0.2504861,0.0098816,0.033344,0.2504925,0.1568441,0.0005329,0.2147389,0.1838382,0.2505677,0.2506687,0.2513731,0.2507863,0.2510847,0.2515357,0.1062021,0.064547,0.2512008,0.2513248,0.1567562,0.2509363,0.2513871,0.251908,0.2518087,0.2506645,0.2513682,0.2519863,0.2516778,0.2518744,0.0755941,0.2524738,0.2519291,0.250776,0.250706,0.2508351,0.0931279,0.2524002,0.2508287,0.2515438,0.1332133,0.2515611,0.252156,0.2529526,0.2512458,0.2503904,0.25149,0.2524278,0.0664141,0.251633,0.2526391,0.2512883,0.2533422,0.2512224,0.0436532,0.2515512,0.2510371,0.2514553,0.0347403,0.0615268,0.252672,0.2520137,0.2522727,0.2518422,0.2532248,0.0557068,0.2145202,0.0341184,0.2505403,0.2508097,0.0473542,0.0600251,0.0464408,0.0600405,0.2522175,0.2526336,0.1179615,0.0856238,0.2536486,0.2513348,0.0100665,0.0764645,0.0360304,0.1574446,0.2513589,0.2528615,0.2509004,0.2531756,0.2527377,0.2523826,0.2531118,0.2521627,0.2532009,0.2505591,0.2514099,0.2534594,0.2523721,0.2538275,0.2517579,0.2533867,0.2555371,0.2516533,0.2533903,0.2542316,0.2534317,0.2578744,0.2538638,0.2547402,0.2555775,0.2545696,0.2538485,0.2551465,0.255476,0.2537696,0.2534207,0.2524051,0.2540405,0.2536729,0.2529065,0.253134,0.2522347,0.2548094,0.2536975,0.2539731,0.2529386,0.2561466,0.2555359,0.2542863,0.2540427,0.2548387
visits_per_time_tile,0.1395922,0.1353326,0.1438027,0.138469,0.136725,0.1399129,0.1371352,0.1382131,0.2060861,0.2078197,0.2089761,0.2032176,0.1992847,0.2081524,0.2087358,0.2070799,0.2416368,0.243035,0.233707,0.2361628,0.242127,0.2384683,0.2392758,0.2249914,0.2607642,0.2659372,0.2628141,0.2594538,0.2698433,0.2562508,0.2600281,0.2660838,0.2827934,0.2994964,0.28633,0.2874819,0.2784742,0.2877182,0.2829619,0.2890762,0.2963308,0.2962266,0.3074847,0.2943059,0.2995124,0.3007359,0.3108304,0.3093276,0.3200053,0.3118378,0.3100662,0.3119512,0.32175,0.3134323,0.3061254,0.3212686,0.3296719,0.3236464,0.326199,0.3215769,0.3343167,0.3415861,0.3316521,0.3335919,0.1069659,0.1047475,0.109358,0.111185,0.113867,0.1082182,0.1075369,0.1067349,0.2196078,0.2285301,0.2234139,0.2256765,0.2192058,0.21918,0.2207975,0.2313509,0.2992294,0.2845268,0.2916609,0.3040553,0.2979215,0.3016166,0.3196733,0.2927329,0.3498588,0.3563382,0.3530463,0.3577854,0.3586388,0.3668842,0.3682725,0.3505236,0.4120747,0.4081341,0.4134382,0.3998919,0.4088528,0.4147928,0.4079942,0.4132834,0.440398,0.4547329,0.4435343,0.4535071,0.4554641,0.4551292,0.4484839,0.438044,0.4965313,0.4813184,0.4960623,0.4982688,0.488778,0.4820372,0.4805158,0.4700925,0.5108394,0.5339406,0.518439,0.5257151,0.5122376,0.5126842,0.5175865,0.5256474
