stat,gauss_True_count_1,gauss_True_count_2,gauss_True_count_4,gauss_True_count_8,gauss_True_count_12,gauss_True_count_16,gauss_False_count_1,gauss_False_count_2,gauss_False_count_4,gauss_False_count_8,gauss_False_count_12,gauss_False_count_16
visits_per_tile,0.01,0.003,0.003,0.003,0.005,0.004,0.041,0.004,0.006,0.006,0.008,0.009
visits_per_tile_outliers,0.701,0.6,0.696,0.874,0.795,0.629,0.624,0.498,0.7,0.729,0.177,0.651
visits_per_tile_quartiles,0.096,0.11,0.06,0.013,0.073,0.091,0.055,0.098,0.072,0.056,0.001,0.002
visits_per_time_tile,0.077,0.007,0.006,0.005,0.008,0.007,0.19,0.004,0.008,0.006,0.012,0.011
